,review_id,username,user_image,rating,review_text,thumbs_up_count,review_date,app_version,replied_at,reply_content,lang,app_name
148,150ec6a3-96eb-4f04-a64c-1b66ec1fb8d6,Mst josna Mst josna,https://play-lh.googleusercontent.com/a-/ALV-UjXcWvRSrti1o-eFMbWVp6NWuPq5Kijh0HA8zAEmFf_J196ZsPvb,5,Rocket is just a great app,0,2026-05-29 23:37:38,3.1.1,,,en,Rocket
149,8ae5949b-6da5-447d-affa-33be85cde349,Md Shakil Mridha,https://play-lh.googleusercontent.com/a-/ALV-UjUtnaTIMPd4_n41WqJaQnAnVStONkXH2f0dIwgrYt9wuffc2dln,1,good app,0,2026-05-29 21:38:09,,,,en,Rocket
150,ac635f0b-5a80-4786-b860-195fecea2566,Tabib Mh,https://play-lh.googleusercontent.com/a/ACg8ocKeqzHbG3rrtyxcx8CPFV4lLXTzlIZ7Pqk9MeBkc6lpuKhxNg=mo,5,"since five years I was using this apps from abroad, and it's was working also good, but from 2 month I unable to log in.. showing error with 'invalid account status.",0,2026-05-29 20:18:15,,,,en,Rocket
151,fe972778-534b-4d9d-9dc8-f7ca2ef4b106,Rahad Hossain,https://play-lh.googleusercontent.com/a-/ALV-UjUSXaupTYm8ezt21rg2PZvQCbrWG-OeRDaaA6_NeimPNBIkDpzc,1,The worst system. I've been trying to log in for the past hour. I can't log in. I keep getting calls and entering the PIN over and over again.,1,2026-05-29 19:36:42,3.1.1,,,en,Rocket
152,749e869f-c240-4af5-be0c-7d4207ce1d73,shams Khalifa,https://play-lh.googleusercontent.com/a-/ALV-UjXz7D9R9d9euObi_vi4116c0qFNjG5mGgeOeLGcjK528QQGO6hA,5,good,0,2026-05-29 11:30:14,3.1.1,,,en,Rocket
153,acdd464b-e666-4c9f-b96f-0ab8e184e30e,Md Sujan,https://play-lh.googleusercontent.com/a-/ALV-UjV56_uJp_v2xUsibQOeBpjxc6jmDLkxbEg0mcgtSvpdca9ooh5C,1,rockt app,0,2026-05-29 07:47:53,,,,en,Rocket
154,52f7eb9c-9f4f-4143-975b-681ab6e2b4cd,Akhi Sorif,https://play-lh.googleusercontent.com/a/ACg8ocJnybcN0ey0HYKrVnaeksiiPqpz3ohsu0ra1FN42c6i2m4XPw=mo,5,nice,0,2026-05-29 07:39:34,3.1.1,,,en,Rocket
155,9a343f8e-32b9-44e6-aca9-21e93d4bf03e,Rakib Kawsar,https://play-lh.googleusercontent.com/a-/ALV-UjVXF7lu668k38CfsCvTd407KyGITZPuAuxncVLCPUqbqFdjFFTW,5,very nice,0,2026-05-28 21:02:07,3.1.1,,,en,Rocket
156,76317339-65cd-49bc-ad77-0874f2e58257,Shafayet Mohsin,https://play-lh.googleusercontent.com/a/ACg8ocLYL2wgibNtapG9uzoNQVWGme5p9W09WRiOaGuOXCakvtZSSw=mo,5,best service,0,2026-05-28 12:03:22,3.1.1,,,en,Rocket
157,7ea310e5-c16c-429c-8296-02ed8844a134,Ariful Islam,https://play-lh.googleusercontent.com/a-/ALV-UjUoaNB2DuIlfqGJkP13wy_EiRDi5WdZDhq85j6n3FSvVyp_hsxR,5,very nice,0,2026-05-28 06:18:17,3.1.1,,,en,Rocket
158,a2af0afa-855d-44d5-bf81-dbbf14257bc0,Md Kayes,https://play-lh.googleusercontent.com/a/ACg8ocJ-6JjjeegdeIfJXcZKxdy-4Yt1mukc-9HK6IWUHW4mwbBXUg=mo,5,nice,0,2026-05-27 23:24:27,,,,en,Rocket
159,ae220994-ca0f-4c42-be9f-cd48e7ec511c,MD.JAHIRUL ISLAM,https://play-lh.googleusercontent.com/a/ACg8ocL0VYkBnwlKLs3UbUfaxibTMKBkn_27clZJkPDpIT3qtfEruQ=mo,5,very very good apps,0,2026-05-27 21:28:11,3.1.1,,,en,Rocket
160,28db931f-4a1d-4e5b-b079-fc8531b1eada,SMTA,https://play-lh.googleusercontent.com/a-/ALV-UjVJqGAGbr5IznLwxjwEVfYra_sSy2ztsSgAiDA7KLQJe7fqLuM,5,ok,0,2026-05-27 18:34:49,,,,en,Rocket
161,eefc2b17-7a06-44ab-aa0c-f24e0656612c,Jit Roy,https://play-lh.googleusercontent.com/a/ACg8ocIdYMLZRCs21Sy48IPVkk05jb8EJA24UiRWXsdEQdVa3_BNqA=mo,5,Good,0,2026-05-27 15:35:24,,,,en,Rocket
162,9ab4fa7e-0efd-44b5-b9f1-058ea012494f,Md Shahinur Islam (S.I),https://play-lh.googleusercontent.com/a-/ALV-UjVxMEVUb5gLxf8cKAkhECTuxIKDe7ffYhBy2I2gCTPmEL-1dOX3,5,Good,0,2026-05-27 12:30:03,3.1.1,,,en,Rocket
163,4cac23c6-6873-4783-863e-56a8a99e69fd,Md Alvir,https://play-lh.googleusercontent.com/a/ACg8ocIFC8ZTTgXE3GhTwkQaPQsvgDYqXc_k1nzimc0WVDlA7kyCMQ=mo,5,রকেট,0,2026-05-27 06:12:41,3.1.1,,,en,Rocket
164,84981419-fe9b-417f-add1-13fc8a86b2f7,Jara Hasan,https://play-lh.googleusercontent.com/a/ACg8ocKxADBZ-1vTeyxLn0o0V8FyNDABxJj6IjlebjEF9e8UuhugCw=mo,3,very smart app,0,2026-05-25 23:49:14,,,,en,Rocket
165,0fca4812-3370-4247-8990-73e7a061688f,Nasrin Akter Sonia,https://play-lh.googleusercontent.com/a/ACg8ocIAJDphUd6kJRM5xa3SYZ6JnOFDUkrYscBCMrTDrVT-kwmzrQ=mo,5,my favourite app is rocket 😍😍😍😍😘😘😍😘😘😍😘😍😍😍😍😍😘😍😍😍😍😘😍😍😍🥰🥰😍😘🥰😍😍😍😍🥰😘😘😍😍🥰🥰🥰🥰😍🥰🥰🥰🥰🥰🥰🥰🥰🥰😘🥰🥰😍😍,0,2026-05-25 20:07:12,3.1.1,,,en,Rocket
166,f1355cd8-6a95-4b0c-8c26-9cf90d0c4ad4,Mostafiz Khan,https://play-lh.googleusercontent.com/a-/ALV-UjUeJlmEPmYtS_izo5zXavmIlWPLXiZKKLJj5v7r3HT47G7-76Q,5,ok,0,2026-05-25 08:17:19,3.1.1,,,en,Rocket
167,8ea5bfa5-3ae5-4249-a45b-1069da0263e8,Md. Kazi Abdul Barek,https://play-lh.googleusercontent.com/a-/ALV-UjVT50lHYwVjYfvgydMxwFylg4kaKYIxdppLt7EiT0lculbQ6IJm,5,Valo app eta,0,2026-05-25 00:27:10,3.1.1,,,en,Rocket
168,519c186f-9c4a-491f-b91d-e01d4491644e,Md Mahfuzur Rahman Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjXBra91tIS04DCcT739L3DabMLSzRloNcHdJusnTJRzmA9qyUm4,1,very bad app,0,2026-05-24 22:39:30,3.1.1,,,en,Rocket
169,e2525ded-5a74-41ce-90cc-5da0f41d9396,Anik Talukdar,https://play-lh.googleusercontent.com/a/ACg8ocLwPmZnwB0UNoLrXJDKIcOOmM4dut4td2nxL4mKokw5evzcbQ=mo,5,good,0,2026-05-24 22:21:21,3.1.1,,,en,Rocket
170,849997d3-5c1e-4c72-8ad0-6e33f20a8769,md saiful amin khan,https://play-lh.googleusercontent.com/a-/ALV-UjW0LQXkL4tNkKht0RQorLbkATvqNRw8G-s4-smKy87yuw9jRjna,5,good,0,2026-05-24 13:19:01,3.1.1,,,en,Rocket
